index,Cena,Kvadratura,Sprat,Distance
1549,274888,76,1,1.1112000210374295
1550,793888,87,25,1.1112000210374295
1551,405000,90,1,1.1112000210374295
1552,114000,52,3,5.9291674812237805
1553,115000,54,0,5.9291674812237805
1554,127000,56,0,4.949355181661503
1555,420000,131,2,2.4358488943593373
1556,100000,55,2,5.9291674812237805
1557,153000,60,1,4.284947055838429
1558,120000,36,0,2.836801079475314
1559,131400,73,2,5.9291674812237805
1560,419000,178,3,3.2266491406631235
1561,450888,106,11,1.1112000210374295
1562,483888,113,11,1.1112000210374295
1563,537888,124,5,1.1112000210374295
1564,125000,57,8,1.3840965110666832
1565,315000,110,4,1.6357321765588402
1566,319900,101,2,1.253629233296969
1567,260000,96,3,2.1042506912594936
1568,349900,111,3,2.1042506912594936
1569,112200,39,0,1.253629233296969
1570,177000,107,2,1.3840965110666832
1571,305000,86,2,2.1042506912594936
1572,260000,52,16,1.1112000210374295
1573,450000,117,0,2.1042506912594936
1574,71000,40,0,3.8324414104227666
1575,500000,131,2,2.4358488943593373
1576,170000,70,1,4.949355181661503
1577,210000,124,3,4.443990198890572
1578,159000,65,5,4.284947055838429
1579,135000,57,3,5.9291674812237805
1580,210000,95,3,5.9291674812237805
1581,350000,130,1,3.3459803855452006
1582,60000,40,0,2.836801079475314
1583,110000,64,3,5.9291674812237805
1584,315000,111,2,2.4358488943593373
1585,150000,100,4,5.729823400371799
1586,182500,73,2,2.836801079475314
1587,160000,51,1,2.836801079475314
1588,475000,120,0,2.1042506912594936
1589,455000,70,12,1.1112000210374295
1590,330000,135,2,2.1042506912594936
1591,249000,87,0,2.1042506912594936
1592,799000,200,0,1.3840965110666832
1593,460888,134,8,1.1112000210374295
1594,249000,85,0,1.4345129655594104
1595,582888,173,8,1.1112000210374295
1596,1000000,218,8,1.1112000210374295
1597,399000,98,2,2.1042506912594936
1598,170000,65,1,5.9291674812237805
1599,130000,60,6,5.9291674812237805
1600,165000,48,4,2.979460136275314
1601,78000,66,0,5.9291674812237805
1602,296000,69,0,2.836801079475314
1603,169000,62,2,4.487668778269208
1604,145000,107,3,5.9291674812237805
1605,114000,52,2,5.9291674812237805
1606,174000,57,1,3.8324414104227666
1607,198000,62,5,2.836801079475314
1608,110000,48,7,5.9291674812237805
1609,127000,47,1,3.3459803855452006
1610,68000,43,1,5.9291674812237805
1611,355000,79,11,1.1112000210374295
1612,210000,77,0,2.1091316346284366
1613,154000,58,5,0.0
1614,550000,182,2,1.3840965110666832
1615,250000,51,12,1.1112000210374295
1616,149888,32,3,1.1112000210374295
1617,400000,128,0,2.1042506912594936
1618,112000,39,0,1.6625786996508616
1619,323500,135,2,2.1042506912594936
1620,450000,109,9,1.1112000210374295
1621,85000,39,3,5.9291674812237805
1622,95000,48,0,5.9291674812237805
1623,75000,30,1,2.979460136275314
1624,75000,30,0,2.979460136275314
1625,179000,56,1,2.4358488943593373
1626,135000,65,4,5.9291674812237805
1627,116772,49,1,4.304899319797302
1628,172000,60,0,3.9932622144311636
1629,420000,200,6,6.81666885449004
1630,194000,79,0,5.9291674812237805
1631,383888,90,1,1.1112000210374295
1632,109900,65,1,5.9291674812237805
1633,90000,41,2,5.9291674812237805
1634,112000,59,3,5.9291674812237805
1635,215000,85,4,3.2266491406631235
1636,182000,75,4,3.2266491406631235
1637,215000,84,4,3.2266491406631235
1638,317000,103,3,4.443990198890572
1639,165650,81,1,5.764572563261512
1640,106700,65,0,5.764572563261512
1641,123500,47,0,4.443990198890572
1642,165000,105,2,5.764572563261512
1643,98600,56,1,5.9291674812237805
1644,120000,58,0,5.9291674812237805
1645,495000,201,6,2.4358488943593373
1646,135000,67,1,5.9291674812237805
1647,220000,90,3,3.9932622144311636
1648,123000,38,4,6.81666885449004
1649,120000,57,0,5.9291674812237805
1650,174000,57,1,3.9932622144311636
1651,285000,105,1,2.836801079475314
1652,139900,39,0,2.4358488943593373
1653,150000,56,3,5.9291674812237805
1654,95000,39,3,5.9291674812237805
1655,135000,35,0,3.2266491406631235
1656,425000,126,1,2.4358488943593373
1657,272000,55,16,1.1112000210374295
1658,143000,55,3,2.4358488943593373
1659,169000,67,2,4.487668778269208
1660,369000,141,5,3.39577391009416
1661,195000,94,4,3.39577391009416
1662,99900,54,0,5.9291674812237805
1663,96200,52,0,5.9291674812237805
1664,75850,41,0,5.9291674812237805
1665,182000,75,4,3.2266491406631235
1666,215952,66,1,2.4358488943593373
1667,350104,107,6,2.4358488943593373
1668,126355,59,1,4.949355181661503
1669,77000,48,0,5.9291674812237805
1670,430000,119,2,2.4358488943593373
1671,453600,162,3,3.39577391009416
1672,329888,89,2,1.1112000210374295
1673,262888,55,1,1.1112000210374295
1674,386400,92,6,1.1112000210374295
1675,97000,45,7,4.284947055838429
1676,120000,60,4,5.9291674812237805
1677,250000,114,4,4.949355181661503
1678,55000,34,0,3.9932622144311636
1679,240000,160,4,4.949355181661503
1680,86700,40,3,5.9291674812237805
1681,89100,27,4,2.4358488943593373
1682,170000,65,1,5.9291674812237805
1683,350000,135,5,3.2266491406631235
1684,250000,126,2,4.304899319797302
1685,100000,96,1,5.9291674812237805
1686,114000,108,0,5.9291674812237805
1687,625000,194,1,3.3459803855452006
1688,333725,95,5,2.4358488943593373
1689,180000,65,7,4.949355181661503
1690,373800,107,6,2.4358488943593373
1691,750000,196,5,2.4358488943593373
1692,274225,78,7,2.4358488943593373
1693,366030,105,4,2.4358488943593373
1694,89000,52,2,3.39577391009416
1695,230000,85,2,3.8046748802068664
1696,242000,88,4,3.2266491406631235
1697,170000,80,4,3.8046748802068664
1698,242000,88,3,3.2266491406631235
1699,172000,29,6,1.1112000210374295
1700,370000,83,2,1.1112000210374295
1701,248000,30,2,1.1112000210374295
1702,250000,65,2,1.5690536769939698
1703,140000,58,1,1.3840965110666832
1704,450000,120,0,2.1042506912594936
1705,139000,35,2,1.253629233296969
1706,140000,52,3,2.1042506912594936
1707,250000,60,1,2.1042506912594936
1708,305000,234,3,5.9291674812237805
1709,169900,100,0,2.836801079475314
1710,220000,57,0,3.8046748802068664
1711,295000,99,4,2.4358488943593373
1712,116000,54,3,5.9291674812237805
1713,350000,160,1,4.443990198890572
1714,285000,113,0,4.304899319797302
1715,225000,150,2,5.9291674812237805
1716,215000,104,0,4.304899319797302
1717,125000,74,2,5.9291674812237805
1718,296888,89,1,1.1112000210374295
1719,140000,58,1,1.3840965110666832
1720,1025000,244,1,2.1042506912594936
1721,210000,72,2,1.3840965110666832
1722,240000,135,7,1.253629233296969
1723,395000,158,0,2.1042506912594936
1724,285000,104,5,1.1112000210374295
1725,460800,128,1,2.1042506912594936
1726,353888,81,1,1.1112000210374295
1727,519900,118,10,1.1112000210374295
1728,199000,76,8,1.253629233296969
1729,250692,96,6,2.836801079475314
1730,36000,21,-1,5.9291674812237805
1731,209900,124,3,4.443990198890572
1732,89000,52,2,3.39577391009416
1733,249000,140,1,3.3459803855452006
1734,155000,80,2,2.4358488943593373
1735,89000,29,2,3.39577391009416
1736,36000,36,0,5.9291674812237805
1737,150000,110,3,2.4358488943593373
1738,34000,34,0,5.9291674812237805
1739,442888,116,5,1.1112000210374295
1740,1479888,163,14,1.1112000210374295
1741,317888,86,1,1.1112000210374295
1742,437888,117,5,1.1112000210374295
1743,787888,88,24,1.1112000210374295
1744,272888,77,1,1.1112000210374295
1745,475888,110,15,1.1112000210374295
1746,642888,73,26,1.1112000210374295
1747,179000,55,3,0.0
1748,448888,117,4,1.1112000210374295
1749,632888,73,2,1.1112000210374295
1750,550888,146,8,1.1112000210374295
1751,393888,115,8,1.1112000210374295
1752,470888,122,8,1.1112000210374295
1753,272888,73,7,1.1112000210374295
1754,240000,112,7,1.253629233296969
1755,240000,96,0,3.8324414104227666
1756,210000,124,3,4.443990198890572
1757,320000,190,0,5.9291674812237805
1758,186000,117,0,3.5695249238901785
1759,72000,60,3,7.212888553561136
1760,145000,155,3,5.9291674812237805
1761,330000,150,6,2.4358488943593373
1762,355000,165,7,3.8046748802068664
1763,335000,150,4,3.39577391009416
1764,210000,106,2,4.304899319797302
1765,250000,85,1,1.3840965110666832
1766,240000,135,7,1.253629233296969
1767,110000,91,0,2.1042506912594936
1768,650000,167,2,2.1042506912594936
1769,165000,69,4,2.1042506912594936
1770,250000,62,2,1.6357321765588402
1771,360000,88,2,1.1112000210374295
1772,290000,111,6,1.253629233296969
1773,532888,137,5,1.1112000210374295
1774,350000,117,2,2.1042506912594936
1775,544888,152,5,1.1112000210374295
1776,423888,117,5,1.1112000210374295
1777,324888,83,3,1.1112000210374295
1778,270888,76,5,1.1112000210374295
1779,97600,61,1,7.212888553561136
1780,85000,52,-1,3.39577391009416
1781,155000,88,7,5.9291674812237805
1782,91840,56,2,5.9291674812237805
1783,236520,66,1,2.4358488943593373
1784,282060,78,7,2.4358488943593373
1785,456000,162,3,3.39577391009416
1786,180000,83,3,2.4358488943593373
1787,273796,112,7,3.39577391009416
1788,89000,52,2,3.39577391009416
1789,160000,100,5,4.487668778269208
1790,418888,116,4,1.1112000210374295
1791,116550,63,4,5.9291674812237805
1792,426888,115,7,1.1112000210374295
1793,290000,111,6,0.0
1794,240000,130,7,1.253629233296969
1795,140000,52,3,2.1042506912594936
1796,300000,111,6,0.0
1797,125000,91,0,2.1042506912594936
1798,330000,97,1,2.1042506912594936
1799,237500,95,1,0.0
1800,350000,117,2,2.1042506912594936
1801,250000,62,2,0.0
1802,350000,120,2,2.1042506912594936
1803,257888,74,1,1.1112000210374295
1804,426888,117,5,1.1112000210374295
1805,79550,43,4,5.9291674812237805
1806,111000,60,4,5.9291674812237805
1807,453600,162,3,3.39577391009416
1808,242785,82,0,4.304899319797302
1809,220000,174,4,4.949355181661503
1810,320000,190,0,5.9291674812237805
1811,132600,59,6,5.9291674812237805
1812,114700,62,0,5.9291674812237805
1813,83250,45,1,5.9291674812237805
1814,107300,58,1,5.9291674812237805
1815,88800,48,0,5.9291674812237805
1816,303888,89,3,1.1112000210374295
1817,268888,77,1,1.1112000210374295
1818,550888,146,8,1.1112000210374295
1819,274888,76,1,1.1112000210374295
1820,278888,86,1,1.1112000210374295
1821,355888,94,1,1.1112000210374295
1822,355888,94,1,1.1112000210374295
1823,272888,77,1,1.1112000210374295
1824,431888,115,6,1.1112000210374295
1825,347888,94,1,1.1112000210374295
1826,268888,77,1,1.1112000210374295
1827,239000,125,7,0.8769859073960617
1828,349900,117,2,2.1042506912594936
1829,240000,112,7,1.253629233296969
1830,293888,85,3,1.1112000210374295
1831,307886,90,3,1.1112000210374295
1832,349000,117,2,3.3001078013063476
1833,300000,112,1,2.4358488943593373
1834,110000,57,5,4.443990198890572
1835,135000,57,3,4.487668778269208
1836,70000,31,5,5.9291674812237805
1837,55000,32,0,5.9291674812237805
1838,420000,132,2,2.4358488943593373
1839,158500,81,1,5.9291674812237805
1840,131500,52,3,2.836801079475314
1841,59900,28,3,5.9291674812237805
1842,245000,98,1,3.3001078013063476
1843,250000,62,2,2.1091316346284366
1844,323000,101,1,1.3840965110666832
1845,240000,112,7,1.253629233296969
1846,600000,172,0,2.1042506912594936
1847,376000,210,0,2.1042506912594936
1848,1000000,205,5,2.1042506912594936
1849,350000,117,2,2.1042506912594936
1850,750000,240,4,2.1042506912594936
1851,180000,71,5,2.1042506912594936
1852,185000,80,5,1.6625786996508616
1853,343000,98,1,2.1042506912594936
1854,370000,133,2,2.1042506912594936
1855,600000,165,0,2.1042506912594936
1856,395000,158,0,2.1042506912594936
1857,453000,95,4,2.1042506912594936
1858,250000,113,2,1.3840965110666832
1859,140000,56,1,0.0
1860,185000,46,3,3.3459803855452006
1861,240000,87,3,3.39577391009416
1862,110000,44,7,3.8324414104227666
1863,75000,47,0,5.9291674812237805
1864,93500,57,5,5.9291674812237805
1865,89000,38,3,5.9291674812237805
1866,108000,66,-1,3.9932622144311636
1867,255000,80,2,3.3459803855452006
1868,46500,31,-1,3.39577391009416
1869,93150,40,2,5.9291674812237805
1870,100900,53,1,5.9291674812237805
1871,99400,52,2,5.9291674812237805
1872,165000,72,22,4.284947055838429
1873,239000,76,7,1.3840965110666832
1874,499000,200,2,2.1042506912594936
1875,321888,89,1,1.1112000210374295
1876,283888,86,2,1.1112000210374295
1877,255000,96,6,1.6625786996508616
1878,290000,53,14,1.1112000210374295
1879,779888,91,22,1.1112000210374295
1880,787888,88,24,1.1112000210374295
1881,321888,89,1,1.1112000210374295
1882,1479888,162,14,1.1112000210374295
1883,632888,73,23,1.1112000210374295
1884,473888,111,10,1.1112000210374295
1885,180000,63,5,2.1042506912594936
1886,255000,70,1,2.1042506912594936
1887,480000,200,3,1.6357321765588402
1888,239000,126,7,1.3840965110666832
1889,442888,111,5,1.1112000210374295
1890,300000,56,22,1.1112000210374295
1891,423888,115,6,1.1112000210374295
1892,136000,51,3,3.5695249238901785
1893,132310,60,2,7.212888553561136
1894,180500,60,4,4.949355181661503
1895,122500,52,4,4.443990198890572
1896,149000,72,2,5.9291674812237805
1897,99000,54,1,5.9291674812237805
1898,182000,65,6,2.836801079475314
1899,140000,54,5,4.443990198890572
1900,331888,89,3,1.1112000210374295
1901,423888,115,6,1.1112000210374295
1902,350000,117,1,2.1042506912594936
1903,330000,135,2,2.1042506912594936
1904,404000,124,4,0.6741943298916431
1905,290000,103,3,1.1277731989366053
1906,477000,180,3,1.6357321765588402
1907,291500,110,2,1.6357321765588402
1908,84000,30,0,0.9945108890299524
1909,140000,43,11,1.253629233296969
1910,414000,92,3,1.1112000210374295
1911,801000,211,8,1.1112000210374295
1912,405000,90,1,1.1112000210374295
1913,336000,79,1,1.1112000210374295
1914,414000,92,6,1.1112000210374295
1915,159000,58,5,1.4345129655594104
1916,250000,80,0,1.4345129655594104
1917,66500,30,0,5.9291674812237805
1918,179000,56,1,2.4358488943593373
1919,112200,57,1,5.9291674812237805
1920,255000,104,5,2.4358488943593373
1921,132500,60,6,5.9291674812237805
1922,158000,64,2,5.9291674812237805
1923,187000,75,7,3.8324414104227666
1924,109000,46,5,2.4358488943593373
1925,138000,60,1,5.9291674812237805
1926,107000,45,3,4.443990198890572
1927,175000,87,0,3.5695249238901785
1928,629000,158,7,1.4020012964057034
1929,155000,44,1,2.1042506912594936
1930,690888,118,4,1.1112000210374295
1931,176000,110,8,0.8769859073960617
1932,290000,54,16,1.1112000210374295
1933,290000,54,15,1.1112000210374295
1934,265888,71,1,1.1112000210374295
1935,171888,33,1,1.1112000210374295
1936,280888,75,1,1.1112000210374295
1937,227000,67,4,1.4345129655594104
1938,375000,100,4,1.6357321765588402
1939,399000,98,2,2.1042506912594936
1940,414000,92,6,1.1112000210374295
1941,844000,211,8,1.1112000210374295
1942,414000,92,3,1.1112000210374295
1943,139900,62,3,4.284947055838429
1944,142000,105,3,5.9291674812237805
1945,90000,38,1,5.522942064782104
1946,79000,40,1,4.304899319797302
1947,62000,22,0,2.4358488943593373
1948,87500,49,2,5.729823400371799
1949,125000,60,4,5.9291674812237805
1950,100900,53,1,5.9291674812237805
1951,99400,52,2,5.9291674812237805
1952,390000,135,0,3.39577391009416
1953,158700,86,0,5.9291674812237805
1954,460888,134,8,1.1112000210374295
1955,765888,218,8,1.1112000210374295
1956,582888,173,8,1.1112000210374295
1957,452888,125,5,1.1112000210374295
1958,1226888,189,17,1.1112000210374295
1959,1148888,191,12,1.1112000210374295
1960,711888,159,13,1.1112000210374295
1961,1370888,150,14,1.1112000210374295
1962,936888,158,22,1.1112000210374295
1963,457888,112,10,1.1112000210374295
1964,593888,109,18,1.1112000210374295
1965,139000,66,0,4.443990198890572
1966,165000,60,0,3.9932622144311636
1967,178900,65,4,3.9932622144311636
1968,144000,52,1,3.9932622144311636
1969,201000,73,1,3.9932622144311636
1970,129600,26,5,3.9932622144311636
1971,116000,28,5,3.9932622144311636
1972,130000,44,5,3.9932622144311636
1973,86900,30,0,3.9932622144311636
1974,102900,36,3,3.9932622144311636
1975,85000,40,3,5.9291674812237805
1976,435888,70,23,1.1112000210374295
1977,182888,33,5,1.1112000210374295
1978,419888,70,11,1.1112000210374295
1979,268888,77,1,1.1112000210374295
1980,303888,89,3,1.1112000210374295
1981,94000,51,-1,2.1042506912594936
1982,126000,80,0,1.253629233296969
1983,450000,150,1,1.253629233296969
1984,450000,109,9,1.1112000210374295
1985,641500,225,3,2.1042506912594936
1986,890000,231,5,1.4345129655594104
1987,247000,54,2,1.1112000210374295
1988,164000,83,1,5.9291674812237805
1989,420000,132,2,2.4358488943593373
1990,193000,88,7,3.39577391009416
1991,93500,58,5,5.9291674812237805
1992,111000,34,5,2.836801079475314
1993,112000,59,3,5.9291674812237805
1994,100700,53,1,5.9291674812237805
1995,169000,89,1,5.9291674812237805
1996,116500,63,5,5.9291674812237805
1997,134000,65,3,5.9291674812237805
1998,160000,54,2,3.8046748802068664
1999,300000,115,0,3.3459803855452006
2000,98800,52,2,5.9291674812237805
2001,85000,24,0,2.4358488943593373
2002,265000,72,6,1.6625786996508616
2003,561500,160,0,2.1042506912594936
2004,271000,97,4,4.487668778269208
2005,330000,120,7,2.836801079475314
2006,125000,62,2,5.9291674812237805
2007,91000,41,2,4.443990198890572
2008,160000,66,0,3.8324414104227666
2009,300000,105,1,3.3459803855452006
2010,100000,52,3,5.9291674812237805
2011,70000,37,0,4.443990198890572
2012,110000,54,2,5.9291674812237805
2013,121590,69,3,5.9291674812237805
2014,102500,43,3,4.814441839881835
2015,55000,30,0,3.9932622144311636
2016,145000,110,4,5.9291674812237805
2017,215000,87,4,3.2266491406631235
2018,125000,62,2,5.9291674812237805
2019,182000,74,4,3.2266491406631235
2020,355888,94,1,1.1112000210374295
2021,155000,58,5,0.0
2022,541888,124,7,1.1112000210374295
2023,365000,100,4,1.6357321765588402
2024,225000,65,1,2.1042506912594936
2025,336888,79,1,1.1112000210374295
2026,271888,55,8,1.1112000210374295
2027,274888,76,1,1.1112000210374295
2028,271888,77,1,1.1112000210374295
2029,240000,70,1,2.4358488943593373
2030,199000,72,2,4.443990198890572
2031,65100,31,-1,4.443990198890572
2032,215000,97,3,4.443990198890572
2033,96800,44,2,4.443990198890572
2034,127600,58,3,4.443990198890572
2035,86100,41,-1,4.443990198890572
2036,110000,50,2,4.443990198890572
2037,108000,49,0,4.443990198890572
2038,92400,42,0,4.443990198890572
2039,110000,50,1,4.443990198890572
2040,109779,59,0,5.9291674812237805
2041,135000,90,5,5.9291674812237805
2042,106000,80,4,7.212888553561136
2043,448888,115,5,1.1112000210374295
2044,439888,118,8,1.1112000210374295
2045,499000,81,4,1.1112000210374295
2046,295000,100,6,1.3840965110666832
2047,698888,157,9,1.1112000210374295
2048,155000,80,4,4.949355181661503
2049,124500,59,4,3.8324414104227666
2050,179000,59,1,2.4358488943593373
2051,64400,23,3,3.9932622144311636
2052,81200,29,2,3.9932622144311636
2053,129000,42,1,2.4358488943593373
2054,155000,48,5,4.949355181661503
2055,199000,43,4,3.39577391009416
2056,58000,30,-1,4.443990198890572
2057,241620,92,4,3.3459803855452006
2058,210000,57,0,3.8046748802068664
2059,104000,55,1,5.9291674812237805
2060,236000,62,4,3.39577391009416
2061,70000,50,2,5.764572563261512
2062,92000,45,-1,5.9291674812237805
2063,240000,100,3,3.39577391009416
2064,330000,110,4,0.0
2065,179900,75,3,2.1042506912594936
2066,145000,90,0,5.9291674812237805
2067,220000,57,0,3.8046748802068664
2068,115000,41,-1,4.304899319797302
2069,192000,60,4,4.949355181661503
2070,330000,120,7,3.156932759050026
2071,1250000,207,5,2.836801079475314
2072,70000,31,5,5.9291674812237805
2073,178500,71,1,3.39577391009416
2074,163011,125,3,5.9291674812237805
2075,112000,56,0,5.9291674812237805
2076,117000,54,3,5.9291674812237805
2077,115000,31,-1,3.3459803855452006
2078,115000,35,-1,3.3459803855452006
2079,86000,41,3,5.9291674812237805
2080,120000,60,3,5.9291674812237805
2081,704888,114,13,1.1112000210374295
2082,550000,108,2,2.1042506912594936
2083,121000,55,1,4.949355181661503
2084,57000,29,1,5.9291674812237805
2085,85000,44,2,5.9291674812237805
2086,65000,33,3,5.9291674812237805
2087,126900,47,0,4.443990198890572
2088,85000,33,10,4.284947055838429
2089,56000,30,0,3.9932622144311636
2090,134000,67,1,5.9291674812237805
2091,156000,75,3,5.9291674812237805
2092,225000,117,2,5.9291674812237805
2093,190000,95,4,5.9291674812237805
2094,260000,48,0,3.39577391009416
2095,250000,149,0,2.979460136275314
2096,760000,167,7,0.0
2097,300000,91,3,1.3840965110666832
2098,295000,156,1,1.3840965110666832
2099,199800,70,2,3.9932622144311636
2100,164560,58,2,3.9932622144311636
2101,123840,43,2,3.9932622144311636
2102,122640,43,1,3.9932622144311636
2103,341000,123,3,3.9932622144311636
2104,259600,92,3,3.9932622144311636
2105,138600,48,1,3.9932622144311636
2106,164450,58,1,3.9932622144311636
2107,123840,43,1,3.9932622144311636
2108,199870,70,1,3.9932622144311636
2109,179000,74,3,2.836801079475314
2110,199000,83,3,2.4358488943593373
2111,124900,62,2,5.9291674812237805
2112,154000,76,2,1.3840965110666832
2113,383888,89,1,1.1112000210374295
2114,233888,56,2,1.1112000210374295
2115,221888,59,0,1.1112000210374295
2116,856888,88,36,1.1112000210374295
2117,199900,74,5,1.6357321765588402
2118,349888,80,2,1.1112000210374295
2119,426888,117,5,1.1112000210374295
2120,425000,142,1,2.1042506912594936
2121,325000,105,1,0.6741943298916431
2122,161000,46,1,1.1112000210374295
2123,215000,80,1,2.1042506912594936
2124,602888,141,8,1.1112000210374295
2125,738888,171,8,1.1112000210374295
2126,135000,70,3,5.9291674812237805
2127,31000,18,0,3.156932759050026
2128,190000,70,0,3.39577391009416
2129,134500,67,1,5.9291674812237805
2130,56000,46,0,5.9291674812237805
2131,116500,52,1,4.487668778269208
2132,130500,45,2,3.39577391009416
2133,100000,53,1,5.9291674812237805
2134,240000,70,1,2.4358488943593373
2135,132000,66,1,5.9291674812237805
2136,240000,70,1,2.4358488943593373
2137,58000,30,-1,4.443990198890572
2138,205000,89,0,3.9932622144311636
2139,110000,43,3,4.284947055838429
2140,185000,74,2,3.39577391009416
2141,159000,48,5,0.0
2142,315000,106,4,0.0
2143,520000,125,4,1.3840965110666832
2144,84000,30,3,3.9932622144311636
2145,159600,57,3,3.9932622144311636
2146,179000,78,0,3.9932622144311636
2147,600000,196,5,2.4358488943593373
2148,92500,58,4,4.487668778269208
2149,115000,57,0,5.9291674812237805
2150,153000,82,3,5.9291674812237805
2151,230000,77,5,3.2266491406631235
2152,260000,83,2,4.304899319797302
2153,182400,57,0,2.4358488943593373
2154,127000,45,1,3.8324414104227666
2155,137000,74,4,5.9291674812237805
2156,171600,78,0,3.9932622144311636
2157,99000,40,1,4.949355181661503
2158,119500,54,3,5.9291674812237805
2159,93500,59,5,5.9291674812237805
2160,100000,45,1,5.9291674812237805
2161,86000,40,3,5.9291674812237805
2162,149000,105,2,5.9291674812237805
2163,455000,118,2,0.0
2164,161888,32,3,1.1112000210374295
2165,190000,70,0,3.9932622144311636
2166,210000,81,2,7.212888553561136
2167,79800,37,0,3.3459803855452006
2168,168000,56,1,3.5695249238901785
2169,152000,89,2,5.9291674812237805
2170,93897,56,3,5.9291674812237805
2171,75000,40,0,3.9932622144311636
2172,70000,32,-1,4.949355181661503
2173,98000,39,1,3.9932622144311636
2174,174000,57,1,3.9932622144311636
2175,122000,62,4,5.9291674812237805
2176,65000,62,0,4.443990198890572
2177,179000,59,1,2.4358488943593373
2178,430000,72,12,1.1112000210374295
2179,260000,53,14,1.1112000210374295
2180,278888,85,1,1.1112000210374295
2181,259888,72,4,1.1112000210374295
2182,595000,195,0,2.1042506912594936
2183,85000,40,3,5.9291674812237805
2184,89000,55,0,5.9291674812237805
2185,132000,66,1,5.9291674812237805
2186,85000,40,3,5.9291674812237805
2187,144000,45,2,4.443990198890572
2188,248000,98,0,3.8324414104227666
2189,190000,70,0,3.39577391009416
2190,240000,160,4,4.949355181661503
2191,167300,109,0,2.836801079475314
2192,85800,37,2,4.304899319797302
2193,89500,53,0,5.9291674812237805
2194,140000,64,0,3.39577391009416
2195,60000,41,5,5.9291674812237805
2196,310000,127,5,3.3459803855452006
2197,239000,80,3,3.39577391009416
2198,300000,91,3,2.1042506912594936
2199,349000,117,2,3.3001078013063476
2200,275888,77,7,1.1112000210374295
2201,463888,111,16,1.1112000210374295
2202,176000,110,8,1.3840965110666832
2203,460000,104,12,1.1112000210374295
2204,162888,32,5,1.1112000210374295
2205,1150000,175,1,2.1042506912594936
2206,260000,54,3,1.1112000210374295
2207,220000,174,4,5.522942064782104
2208,100800,36,4,3.9932622144311636
2209,133600,62,2,7.212888553561136
2210,124000,62,2,5.9291674812237805
2211,215000,138,4,5.9291674812237805
2212,110000,43,3,4.284947055838429
2213,220000,80,3,2.4358488943593373
2214,135000,95,1,5.729823400371799
2215,118000,33,3,3.3459803855452006
2216,187600,67,4,3.9932622144311636
2217,210000,124,3,4.443990198890572
2218,185000,70,1,3.39577391009416
2219,59500,32,0,5.9291674812237805
2220,164000,83,0,5.9291674812237805
2221,350000,130,2,3.283842350280459
2222,203500,69,7,3.8324414104227666
2223,179000,78,0,3.9932622144311636
2224,189000,78,0,3.9932622144311636
2225,126000,42,7,3.8324414104227666
2226,315000,106,4,0.0
2227,105000,50,0,0.0
2228,520000,118,1,2.1042506912594936
2229,480000,87,3,1.1112000210374295
2230,175000,64,2,3.2266491406631235
2231,84000,33,0,7.212888553561136
2232,245000,109,6,2.4358488943593373
2233,59500,33,0,4.284947055838429
2234,365750,95,5,2.4358488943593373
2235,423500,110,4,2.4358488943593373
2236,411950,107,6,2.4358488943593373
2237,404250,105,4,2.4358488943593373
2238,111000,59,4,5.9291674812237805
2239,271925,74,5,2.4358488943593373
2240,301679,84,4,2.4358488943593373
2241,323280,88,5,2.4358488943593373
2242,250031,90,1,2.4358488943593373
2243,245850,74,2,2.4358488943593373
2244,257025,74,3,2.4358488943593373
2245,704888,157,11,1.1112000210374295
2246,446888,105,9,1.1112000210374295
2247,400000,105,0,2.1042506912594936
2248,215000,65,1,2.1042506912594936
2249,164888,32,2,1.1112000210374295
2250,450000,109,9,1.1112000210374295
2251,125000,66,1,5.9291674812237805
2252,67000,30,0,5.9291674812237805
2253,169990,67,2,4.443990198890572
2254,115000,50,3,5.764572563261512
2255,125000,60,3,5.9291674812237805
2256,96900,57,2,5.729823400371799
2257,365000,196,3,3.3459803855452006
2258,145950,105,1,5.729823400371799
2259,119000,80,5,5.9291674812237805
2260,220000,110,4,2.4358488943593373
2261,75000,44,0,5.9291674812237805
2262,118000,33,3,2.836801079475314
2263,56000,40,3,5.9291674812237805
2264,65000,46,0,5.9291674812237805
2265,70000,35,-1,3.9932622144311636
2266,259000,72,4,1.1112000210374295
2267,151000,75,2,1.3840965110666832
2268,135000,35,0,3.39577391009416
2269,58000,41,5,5.9291674812237805
2270,137330,59,1,6.81666885449004
2271,43000,31,-1,3.39577391009416
2272,43500,31,0,3.39577391009416
2273,125000,66,1,5.9291674812237805
2274,140000,89,5,5.9291674812237805
2275,100000,50,4,5.9291674812237805
2276,164000,69,3,4.487668778269208
2277,110000,34,3,2.4358488943593373
2278,159000,62,1,3.9932622144311636
2279,78900,38,2,5.9291674812237805
2280,160000,84,4,5.9291674812237805
2281,192000,80,3,4.487668778269208
2282,185000,99,2,3.39577391009416
2283,499000,145,-1,1.3840965110666832
2284,280888,77,6,1.1112000210374295
2285,442888,106,7,1.1112000210374295
2286,179000,58,10,1.253629233296969
2287,323500,120,2,2.1042506912594936
2288,331100,86,6,2.4358488943593373
2289,300300,78,7,2.4358488943593373
2290,254100,66,0,2.4358488943593373
2291,130000,66,0,5.9291674812237805
2292,100100,52,1,5.9291674812237805
2293,155000,80,3,5.522942064782104
2294,155000,72,2,5.9291674812237805
2295,86000,37,0,5.522942064782104
