index,idnekretnine,Tip_nekretnine,Tip_ponude,Cena,Cena_kvadrat,Kvadratura,Sprat,Spratnost,Uknjizeno,Grejanje,Ukupan broj soba,Namestenost,Broj kupatila,Tip gradnje,Stanje objekta,Grad,Deo grada,MikroLokacija,Površina placa,Parking,Lift,Link,Distance
1903,635564,Stanovi,Prodaja,395000,2.5,158,0,3,1,,5.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/112597769/savski-venac-dedinje-slavka-curuvije,2.1042506912594936
1904,635565,Stanovi,Prodaja,453000,4.768,95,4,4,1,,2.0,,1.0,Novogradnja,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/112597989/savski-venac-dedinje-2-0,2.1042506912594936
1905,635566,Stanovi,Prodaja,250000,2.212,113,2,2,1,Etažno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/112598117/savski-venac-senjak-senjacka-3,1.3840965110666832
1906,635567,Stanovi,Prodaja,140000,2.5,56,1,1,1,TA peć,3.0,,,Starogradnja,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/112575817/savski-venac-centar-karadjordjeva-3,0.0
1907,635577,Stanovi,Prodaja,185000,4.022,46,3,3,1,Etažno,2.0,,1.0,Starogradnja,,Beograd,Zvezdara, Bulbulder,,0,0,https://sasomange.rs//p/126332796/odlican-stan-id-118513,3.3459803855452006
1908,635578,Stanovi,Prodaja,240000,2.759,87,3,4,1,Etažno,4.0,,1.0,Novogradnja,Renoviran,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/139689881/zvezdara-odlican-4-0-stan,3.39577391009416
1909,635579,Stanovi,Prodaja,110000,2.5,44,7,7,1,Centralno,1.5,,1.0,Starogradnja,,Beograd,Zvezdara, Denkova bašta,,0,1,https://sasomange.rs//p/128548920/mis-irbijeva-denkova-basta-id,3.8324414104227666
1910,635580,Stanovi,Prodaja,75000,1.596,47,0,,1,Gas,1.5,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,1,0,https://sasomange.rs//p/138137227/prodaje-se-stan-mirijevo,5.9291674812237805
1911,635581,Stanovi,Prodaja,93500,1.64,57,5,5,0,Centralno,3.0,,1.0,,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/136847722/zvezdara-mirijevo,5.9291674812237805
1912,635582,Stanovi,Prodaja,89000,2.342,38,3,4,1,,1.5,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/115226194/prodajem-jednoiposoban-stan-sa-stvarima,5.9291674812237805
1913,635583,Stanovi,Prodaja,108000,1.649,66,-1,,1,Centralno,2.0,,,Starogradnja,Renoviran,Beograd,Zvezdara, Cvetkova pijaca,,0,0,https://sasomange.rs//p/138136232/stan-sa-dvoristem,3.9932622144311636
1914,635584,Stanovi,Prodaja,255000,3.188,80,2,3,1,Etažno,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Bulbulder,,0,1,https://sasomange.rs//p/139538732/novogradnja-na-bulbulderu-sa-garaznim,3.3459803855452006
1915,635585,Stanovi,Prodaja,46500,1.5,31,-1,1,1,TA peć,1.0,,1.0,Starogradnja,,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/139692187/kulina-bana-lion-id-42823,3.39577391009416
1916,635586,Stanovi,Prodaja,93150,2.329,40,2,2,0,,2.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/128568311/palilula-mirijevo-mirijevski-bulevar-40m2,5.9291674812237805
1917,635587,Stanovi,Prodaja,100900,1.904,53,1,4,1,,2.0,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/138177300/prodaja-dvosoban-stan-u-novogradnji,5.9291674812237805
1918,635588,Stanovi,Prodaja,99400,1.912,52,2,4,1,,2.0,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/138177299/prodaja-dvosoban-stan-u-novogradnji,5.9291674812237805
1919,635589,Stanovi,Prodaja,165000,2.292,72,22,28,1,Centralno,3.0,,2.0,Novogradnja,Renoviran,Beograd,Zvezdara, Konjarnik,,0,1,https://sasomange.rs//p/138174555/konjarnik-72m2-xxii-cg-uk,4.284947055838429
1920,635590,Stanovi,Prodaja,239000,3.145,76,7,8,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Senjak,,0,1,https://sasomange.rs//p/112159984/savski-venac-senjak-bulevar-vojvode,1.3840965110666832
1921,635591,Stanovi,Prodaja,499000,2.495,200,2,2,1,,5.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/115244735/savski-venac-dedinje-200m2-3,2.1042506912594936
1922,635592,Stanovi,Prodaja,321888,3.616,89,1,8,0,,3.0,,2.0,,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/114187402/bw-quartet-1-stan-od,1.1112000210374295
1923,635593,Stanovi,Prodaja,283888,3.298,86,2,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/112549522/bw-eterna-funkcionalan-bez-posrednicke,1.1112000210374295
1924,635594,Stanovi,Prodaja,255000,2.656,96,6,6,1,Centralno,4.0,,1.0,,Renoviran,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/137996621/savski-venac-savamala-4-0,1.6625786996508616
1925,635595,Stanovi,Prodaja,290000,5.472,53,14,19,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/114006228/beograd-na-vodi-53-plus,1.1112000210374295
1926,635596,Stanovi,Prodaja,779888,8.57,91,22,40,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316533/beograd-na-vodi,1.1112000210374295
1927,635597,Stanovi,Prodaja,787888,8.953,88,24,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316532/beograd-na-vodi,1.1112000210374295
1928,635598,Stanovi,Prodaja,321888,3.617,89,1,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316572/beograd-na-vodi,1.1112000210374295
1929,635599,Stanovi,Prodaja,1479888,9.135,162,14,40,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316530/beograd-na-vodi,1.1112000210374295
1930,635600,Stanovi,Prodaja,632888,8.67,73,23,40,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316536/beograd-na-vodi,1.1112000210374295
1931,635601,Stanovi,Prodaja,473888,4.269,111,10,16,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316710/beograd-na-vodi,1.1112000210374295
1932,635602,Stanovi,Prodaja,180000,2.857,63,5,6,1,Etažno,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/111220065/savski-venac-dedinje-neznanog-junaka,2.1042506912594936
1933,635603,Stanovi,Prodaja,255000,3.643,70,1,3,1,Etažno,2.0,,,Novogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112731413/dedinje-diane-budisavljevic-70kvm-t,2.1042506912594936
1934,635604,Stanovi,Prodaja,480000,2.4,200,3,,0,,6.0,,3.0,Starogradnja,,Beograd,Savski venac, Beograđanka,,0,0,https://sasomange.rs//p/115578432/kralja-milana-6-0-luksuzan,1.6357321765588402
1935,635605,Stanovi,Prodaja,239000,1.897,126,7,8,1,Centralno,3.0,,,Starogradnja,Renoviran,Beograd,Savski venac, Senjak,,1,1,https://sasomange.rs//p/112731341/senjak-bulevar-vojvode-misica-126kvm,1.3840965110666832
1936,635606,Stanovi,Prodaja,442888,3.99,111,5,16,1,Centralno,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/112207371/bw-sole-beograd-na-vodi,1.1112000210374295
1937,635607,Stanovi,Prodaja,300000,5.357,56,22,23,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135498765/beograd-na-vodi,1.1112000210374295
1938,635608,Stanovi,Prodaja,423888,3.686,115,6,,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116341277/beograd-na-vodi,1.1112000210374295
1939,635613,Stanovi,Prodaja,136000,2.667,51,3,3,1,,2.0,,1.0,Novogradnja,,Beograd,Zvezdara, Severni bulevar,,0,0,https://sasomange.rs//p/133191801/severni-bulevar-51m2-iii-eg,3.5695249238901785
1940,635614,Stanovi,Prodaja,132310,2.205,60,2,3,1,Centralno,3.0,,1.0,Novogradnja,Izvorno stanje,Beograd,Zvezdara, Veliki Mokri Lug,,1,0,https://sasomange.rs//p/136864368/vojvode-vlahovica-60m2-id-42706,7.212888553561136
1941,635615,Stanovi,Prodaja,180500,3.008,60,4,7,1,,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Kluz,,0,0,https://sasomange.rs//p/138191731/zvezdara-kluz-60m2-t-180500e,4.949355181661503
1942,635616,Stanovi,Prodaja,122500,2.356,52,4,5,1,,2.0,,1.0,Starogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/139710713/zvezdara-uciteljsko-naselje-52m2-t,4.443990198890572
1943,635617,Stanovi,Prodaja,149000,2.069,72,2,3,1,,5.0,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/136864381/zvezdara-mirijevo-72m2-2t-149000e,5.9291674812237805
1944,635618,Stanovi,Prodaja,99000,1.833,54,1,4,1,Centralno,2.5,,1.0,Novogradnja,Izvorno stanje,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/128649112/mirijevo-54m2-i-cg-uk,5.9291674812237805
1945,635619,Stanovi,Prodaja,182000,2.8,65,6,7,1,Centralno,2.0,,1.0,Novogradnja,Renoviran,Beograd,Zvezdara, Đeram pijaca,,0,1,https://sasomange.rs//p/141311638/zvezdara-djeram-presevska-65m2,2.836801079475314
1946,635620,Stanovi,Prodaja,140000,2.593,54,5,5,1,Centralno,2.0,,1.0,Starogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/120294037/lep-odrzavan-stan-id-113499,4.443990198890572
1947,635621,Stanovi,Prodaja,331888,3.728,89,3,8,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/112542783/bw-quartet-1-novembar-2023,1.1112000210374295
1948,635622,Stanovi,Prodaja,423888,3.671,115,6,8,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112542799/bw-eterna-novembar-2024-bez,1.1112000210374295
1949,635623,Stanovi,Prodaja,350000,2.991,117,1,3,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114706325/dedinje-117m2-id-1131,2.1042506912594936
1950,635624,Stanovi,Prodaja,330000,2.444,135,2,3,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/131923958/beli-dvor-135m2-ii-eg,2.1042506912594936
1951,635626,Stanovi,Prodaja,404000,3.258,124,4,6,1,Centralno,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Klinički centar,,0,1,https://sasomange.rs//p/135514119/savski-venac-klinicki-centar-3,0.6741943298916431
1952,635627,Stanovi,Prodaja,290000,2.816,103,3,6,1,Centralno,4.0,,,Starogradnja,,Beograd,Savski venac, Sarajevska,,0,1,https://sasomange.rs//p/114967139/odlican-svetao-blizina-galerije,1.1277731989366053
1953,635628,Stanovi,Prodaja,477000,2.65,180,3,3,1,,6.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograđanka,,0,0,https://sasomange.rs//p/118439805/terazije-180m2-iii-eg-uknj,1.6357321765588402
1954,635629,Stanovi,Prodaja,291500,2.65,110,2,3,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograđanka,,0,0,https://sasomange.rs//p/118439803/terazije-110m2-ii-eg-uknj,1.6357321765588402
1955,635630,Stanovi,Prodaja,84000,2.8,30,0,6,1,Centralno,1.5,,1.0,,,Beograd,Savski venac, Višegradska,,0,0,https://sasomange.rs//p/141573858/savski-venac-visegradska-visegradska-1,0.9945108890299524
1956,635632,Stanovi,Prodaja,140000,3.256,43,11,11,1,Centralno,2.0,,,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/138151885/savski-venac-palata-pravde-sarajevska,1.253629233296969
1957,635633,Stanovi,Prodaja,414000,4.5,92,3,21,1,,3.0,,,,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/128534562/bw-aria,1.1112000210374295
1958,635634,Stanovi,Prodaja,801000,3.796,211,8,8,1,Etažno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128534576/bw-quartet,1.1112000210374295
1959,635635,Stanovi,Prodaja,405000,4.5,90,1,8,1,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128534563/bw-metropolitan,1.1112000210374295
1960,635636,Stanovi,Prodaja,336000,4.253,79,1,8,1,Centralno,3.0,,,,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128534560/bw-verde,1.1112000210374295
1961,635637,Stanovi,Prodaja,414000,4.5,92,6,21,1,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128534575/bw-aria,1.1112000210374295
1962,635638,Stanovi,Prodaja,159000,2.741,58,5,7,1,TA peć,2.5,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Kneza Miloša,,0,0,https://sasomange.rs//p/136799301/dvoiposoban-stan-u-samom-centru,1.4345129655594104
1963,635639,Stanovi,Prodaja,250000,3.125,80,0,5,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Kneza Miloša,,0,0,https://sasomange.rs//p/114404610/savski-venac-centar-kneza-milosa,1.4345129655594104
1964,635640,Stanovi,Prodaja,66500,2.217,30,0,4,1,Etažno,1.0,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/139752028/dobar-namesten-stan-id-123461,5.9291674812237805
1965,635641,Stanovi,Prodaja,179000,3.196,56,1,3,1,Norveški radijatori,3.0,,1.0,Starogradnja,Renoviran,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/138204671/retko-u-ponudi-ruzveltova-3,2.4358488943593373
1966,635642,Stanovi,Prodaja,112200,1.968,57,1,4,0,Centralno,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/138205081/hitna-prodaja-kapetana-milosa-zunjica,5.9291674812237805
1967,635643,Stanovi,Prodaja,255000,2.452,104,5,6,0,,4.0,,,,Lux,Beograd,Zvezdara, Vukov Spomenik,,0,1,https://sasomange.rs//p/120715260/vukov-spomenik-4-0-nov,2.4358488943593373
1968,635644,Stanovi,Prodaja,132500,2.208,60,6,6,1,Centralno,2.5,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/141649822/lux-renoviran-id-123988,5.9291674812237805
1969,635645,Stanovi,Prodaja,158000,2.469,64,2,3,0,,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/131991359/plus-zvezdara-sf-14047,5.9291674812237805
1970,635647,Stanovi,Prodaja,187000,2.493,75,7,7,1,Etažno,3.0,,1.0,Starogradnja,Renoviran,Beograd,Zvezdara, Denkova bašta,,0,1,https://sasomange.rs//p/141650427/denkova-basta-kod-vojislava-ilica,3.8324414104227666
1971,635648,Stanovi,Prodaja,109000,2.37,46,5,5,0,,1.5,,1.0,Starogradnja,,Beograd,Zvezdara, Vukov Spomenik,,0,1,https://sasomange.rs//p/141650444/zvezdara-vukov-spomenik-bulevar-kralja,2.4358488943593373
1972,635649,Stanovi,Prodaja,138000,2.3,60,1,6,1,Centralno,2.0,,1.0,Starogradnja,Renoviran,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/141310966/mirijevo-vojina-djurasinovica-2-0,5.9291674812237805
1973,635650,Stanovi,Prodaja,107000,2.378,45,3,3,1,Norveški radijatori,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,1,0,https://sasomange.rs//p/123239174/zvezdara-uciteljsko-naselje-beo-sc,4.443990198890572
1974,635651,Stanovi,Prodaja,175000,2.011,87,0,,1,Etažno,3.0,,1.0,Starogradnja,,Beograd,Zvezdara, Severni bulevar,,0,0,https://sasomange.rs//p/128641074/stan-na-dobroj-lokaciji-id,3.5695249238901785
1975,635652,Stanovi,Prodaja,629000,3.981,158,7,7,0,Centralno,5.0,,2.0,Novogradnja,,Beograd,Savski venac, Nemanjina,,0,1,https://sasomange.rs//p/118360872/penthouse-na-slaviji-sa-panoramskim,1.4020012964057034
1976,635653,Stanovi,Prodaja,155000,3.523,44,1,2,0,Centralno,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/135529069/savski-venac-sf-14882,2.1042506912594936
1977,635655,Stanovi,Prodaja,690888,5.863,118,4,24,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136842199/bw-perla-hercegovacka-117-83m2,1.1112000210374295
1978,635656,Stanovi,Prodaja,176000,1.6,110,8,8,1,TA peć,6.0,,1.0,Starogradnja,Za renoviranje,Beograd,Savski venac, Sajam,,1,1,https://sasomange.rs//p/139688840/6-0-stan-kod-sajma,0.8769859073960617
1979,635657,Stanovi,Prodaja,290000,5.334,54,16,23,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136845763/lux-2-0-bw-verde,1.1112000210374295
1980,635658,Stanovi,Prodaja,290000,5.396,54,15,23,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136845762/lux-2-0-stan-bw,1.1112000210374295
1981,635659,Stanovi,Prodaja,265888,3.742,71,1,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136845782/bw-queens-park-71-05m2,1.1112000210374295
1982,635660,Stanovi,Prodaja,171888,5.204,33,1,8,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136845783/bw-queens-park-33-03m2,1.1112000210374295
1983,635661,Stanovi,Prodaja,280888,3.725,75,1,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136845779/bw-queens-park-75-40m2,1.1112000210374295
1984,635663,Stanovi,Prodaja,227000,3.388,67,4,6,1,TA peć,2.0,,,,,Beograd,Savski venac, Kneza Miloša,,0,1,https://sasomange.rs//p/136801368/kneza-milosa,1.4345129655594104
1985,635664,Stanovi,Prodaja,375000,3.75,100,4,6,1,TA peć,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Beograđanka,,0,0,https://sasomange.rs//p/139689503/salonski-stan-u-centru-id,1.6357321765588402
1986,635665,Stanovi,Prodaja,399000,4.071,98,2,4,0,Gas,4.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/133173923/savski-venac-beli-dvor-velisava,2.1042506912594936
1987,635666,Stanovi,Prodaja,414000,4.5,92,6,23,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128561436/bw-aria-nov-luksuzan-trosoban,1.1112000210374295
1988,635667,Stanovi,Prodaja,844000,4.0,211,8,8,1,Centralno,5.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128561437/bw-quartet-3-nov-luksuzan,1.1112000210374295
1989,635668,Stanovi,Prodaja,414000,4.5,92,3,23,1,Centralno,3.0,,1.0,Novogradnja,Izvorno stanje,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128561440/bw-aria-nov-luksuzan-trosoban,1.1112000210374295
1990,635676,Stanovi,Prodaja,139900,2.256,62,3,11,1,Centralno,2.5,,1.0,Starogradnja,Za renoviranje,Beograd,Zvezdara, Konjarnik,,0,1,https://sasomange.rs//p/136907966/konjarnik-dr-zore-ilic-obradovic,4.284947055838429
1991,635677,Stanovi,Prodaja,142000,1.352,105,3,3,1,Centralno,3.5,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/131981067/stan-u-centralnom-delu-mirijeva,5.9291674812237805
1992,635678,Stanovi,Prodaja,90000,2.368,38,1,6,1,Etažno,1.5,,1.0,Novogradnja,Izvorno stanje,Beograd,Zvezdara, Zeleno brdo,,0,1,https://sasomange.rs//p/138139502/bulevar-kralja-aleksandra-1-5,5.522942064782104
1993,635679,Stanovi,Prodaja,79000,1.975,40,1,3,0,TA peć,1.5,,,,,Beograd,Zvezdara, Zvezdarska šuma,,0,0,https://sasomange.rs//p/141657657/zvezdara-zvezdarska-suma-kamenorezacka-40m2,4.304899319797302
1994,635681,Stanovi,Prodaja,62000,2.818,22,0,2,1,Centralno,1.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/136911730/prodaja-garsonjere-22m-zvezdara-vukov,2.4358488943593373
1995,635682,Stanovi,Prodaja,87500,1.786,49,2,2,1,Norveški radijatori,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Mali Mokri Lug,,0,0,https://sasomange.rs//p/134381903/dvosoban-stan-nov-zvezdara-id,5.729823400371799
1996,635683,Stanovi,Prodaja,125000,2.083,60,4,4,1,Etažno,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/141654517/kapetana-milosa-zunjica-mirijevo-zvezdara,5.9291674812237805
1997,635684,Stanovi,Prodaja,100900,1.9,53,1,4,1,Etažno,2.0,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/138218523/kapetana-milosa-zunjica-mirijevo-3,5.9291674812237805
1998,635686,Stanovi,Prodaja,99400,1.9,52,2,4,1,Etažno,2.0,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/138218525/kapetana-milosa-zunjica-mirijevo-zvezdara,5.9291674812237805
1999,635687,Stanovi,Prodaja,390000,2.889,135,0,,1,Etažno,5.0,,3.0,Starogradnja,Renoviran,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/139538913/lion-2-stana-135m2-390000eur,3.39577391009416
2000,635689,Stanovi,Prodaja,158700,1.845,86,0,2,1,Centralno,3.5,,2.0,Starogradnja,Renoviran,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/135561294/top-ponuda-renoviran-stan-u,5.9291674812237805
2001,635691,Stanovi,Prodaja,460888,3.439,134,8,,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119527496/beograd-na-vodi,1.1112000210374295
2002,635692,Stanovi,Prodaja,765888,3.513,218,8,,0,Centralno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119527385/beograd-na-vodi,1.1112000210374295
2003,635693,Stanovi,Prodaja,582888,3.369,173,8,,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119527497/beograd-na-vodi,1.1112000210374295
2004,635694,Stanovi,Prodaja,452888,3.623,125,5,,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119527498/beograd-na-vodi,1.1112000210374295
2005,635695,Stanovi,Prodaja,1000000,5.348,187,1,,1,,4.5,,3.0,Novogradnja,,Beograd,Savski venac, VMA,,0,0,https://sasomange.rs//p/115927159/dedinje-panorama,
2006,635696,Stanovi,Prodaja,1226888,6.491,189,17,25,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130578653/bw-riviera-premium-river-view,1.1112000210374295
2007,635697,Stanovi,Prodaja,1148888,6.015,191,12,25,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130582586/bw-riviera-premium-river-view,1.1112000210374295
2008,635699,Stanovi,Prodaja,711888,4.477,159,13,15,1,Centralno,5.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130582587/bw-kings-park-park-view,1.1112000210374295
2009,635700,Stanovi,Prodaja,1370888,9.139,150,14,30,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130585707/bw-kula-beograd-st-regis,1.1112000210374295
2010,635701,Stanovi,Prodaja,936888,5.93,158,22,25,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130585704/bw-perla-premium-river-view,1.1112000210374295
2011,635703,Stanovi,Prodaja,457888,4.088,112,10,12,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130585706/bw-scala-river-view-4,1.1112000210374295
2012,635704,Stanovi,Prodaja,593888,5.449,109,18,25,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/130585701/bw-perla-premium-apartment-109m2,1.1112000210374295
2013,635710,Stanovi,Prodaja,139000,2.106,66,0,3,1,Etažno,2.0,,,Starogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,1,https://sasomange.rs//p/136935161/stan-na-dobroj-lokaciji,4.443990198890572
2014,635713,Stanovi,Prodaja,165000,2.75,60,0,6,0,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Cvetkova pijaca,,1,1,https://sasomange.rs//p/141678308/bulevar-kralja-aleksandra-lux-novogradnja,3.9932622144311636
