index,idnekretnine,Tip_nekretnine,Tip_ponude,Cena,Cena_kvadrat,Kvadratura,Sprat,Spratnost,Uknjizeno,Grejanje,Ukupan broj soba,Namestenost,Broj kupatila,Tip gradnje,Stanje objekta,Grad,Deo grada,MikroLokacija,Površina placa,Parking,Lift,Link,Distance
639,633535,Stanovi,Prodaja,300000,2.29,131,3,4,0,,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/139338868/savrsen-stan-sa-prelepim-pogledom,2.1042506912594936
640,633542,Stanovi,Prodaja,800000,6.667,120,13,21,0,Centralno,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/141070788/lux-namesten-stan-u-beogradu,1.1112000210374295
641,633543,Stanovi,Prodaja,645000,4.51,143,12,,1,Centralno,4.5,,1.0,Novogradnja,Izvorno stanje,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135219102/bw-aria-useljiv-id-4527,1.1112000210374295
642,633544,Stanovi,Prodaja,180000,2.25,80,6,6,1,,3.0,,,,Renoviran,Beograd,Savski venac, Klinički centar,,0,1,https://sasomange.rs//p/122659335/trosoban-stan-na-prodaju-bircaninova,0.6741943298916431
643,633545,Stanovi,Prodaja,1400000,10.0,140,15,17,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/137816976/beograd-terraces,1.1112000210374295
644,633547,Stanovi,Prodaja,900000,5.0,180,5,8,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/122707119/lux-kneza-milosa-residence-cetvorosoban,1.253629233296969
645,633548,Stanovi,Prodaja,373000,3.134,119,2,3,1,Etažno,4.5,,1.0,Novogradnja,Renoviran,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136464599/centar-crnogorska-salonac-id-1285,1.1112000210374295
646,633549,Stanovi,Prodaja,326888,4.301,76,1,15,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/127552295/savski-venac-beograd-na-vodi,1.1112000210374295
647,633551,Stanovi,Prodaja,208000,2.167,96,2,5,0,,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/134054922/odlican-stan-po-niskoj-ceni,2.1042506912594936
648,633552,Stanovi,Prodaja,347000,3.017,115,1,3,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/122706811/savski-venac-dedinje-115m2-3t,2.1042506912594936
649,633559,Stanovi,Prodaja,235000,3.052,77,3,4,1,Centralno,2.5,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Klinički centar,,0,1,https://sasomange.rs//p/139134540/klinicki-centar-2-5-77m2,0.6741943298916431
650,633560,Stanovi,Prodaja,365000,4.056,90,4,24,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135180136/bw-arcadia-uknjizen-pogled-na,1.1112000210374295
651,633561,Stanovi,Prodaja,365000,2.744,133,3,3,1,Gas,4.0,,2.0,Novogradnja,Renoviran,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/137764026/dedinje-beli-dvor-pivljanina-baja,2.1042506912594936
652,633563,Stanovi,Prodaja,233888,4.115,57,2,15,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/139213668/bw-kings-park-56-84m2,1.1112000210374295
653,633565,Stanovi,Prodaja,164888,5.154,32,2,15,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/139213746/bw-thalia-31-99m2-id,1.1112000210374295
654,633566,Stanovi,Prodaja,164888,5.154,32,3,15,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/139213669/bw-thalia-31-99m2-id,1.1112000210374295
655,633567,Stanovi,Prodaja,166888,5.217,32,5,20,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/139213671/bw-eden-31-99m2-id,1.1112000210374295
656,633568,Stanovi,Prodaja,175000,3.571,49,3,,0,,2.0,,,Novogradnja,,Beograd,Savski venac, Kraljice Natalije,,0,1,https://sasomange.rs//p/124716571/savski-venac,2.1091316346284366
657,633570,Stanovi,Prodaja,210000,3.231,65,6,7,1,Centralno,3.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Centar,,0,1,https://sasomange.rs//p/137801446/svetao-i-lep-stan-u,0.0
658,633571,Stanovi,Prodaja,192000,1.6,120,0,2,1,Klima,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/133946466/novogradnja-na-vrhu-dedinja-120m2,2.1042506912594936
659,633579,Stanovi,Prodaja,336888,4.264,79,1,15,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/135141399/prodaja-trosoban-stan-beograd-na,1.1112000210374295
660,633580,Stanovi,Prodaja,376000,4.322,87,16,23,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140903435/bw-arcadia-odmah-useljiv-uknjizen,1.1112000210374295
661,633581,Stanovi,Prodaja,750000,6.818,110,15,19,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/130121539/retko-u-ponudi-4-0,1.1112000210374295
662,633582,Stanovi,Prodaja,394000,4.298,92,6,21,1,Centralno,2.0,,1.0,,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/135137994/bw-aria-potpuno-novi-trosoban,1.1112000210374295
663,633583,Stanovi,Prodaja,335000,4.241,79,1,23,1,Centralno,2.0,,1.0,,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/135137996/bw-verde-potpuno-novi-trosoban,1.1112000210374295
664,633584,Stanovi,Prodaja,400000,3.81,105,0,2,1,Gas,3.0,,1.0,Starogradnja,Lux,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/136372050/odlican-stan-bez-ulaganja-id,2.1042506912594936
665,633585,Stanovi,Prodaja,70000,1.75,40,-1,,1,TA peć,1.5,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140911551/1-5-stan-na-dedinju,2.1042506912594936
666,633587,Stanovi,Prodaja,399000,4.433,90,6,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/139070072/beograd-na-vodi-terra,1.1112000210374295
667,633596,Stanovi,Prodaja,465000,4.266,109,8,21,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125770207/bw-aria-kula-b-nov,1.1112000210374295
668,633597,Stanovi,Prodaja,610000,3.466,176,0,3,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/125770208/dedinje-noviji-raskosan-namesten-trosoban,2.1042506912594936
669,633598,Stanovi,Prodaja,265000,3.313,80,6,6,1,Centralno,3.5,,1.0,Novogradnja,Renoviran,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/136339064/odlican-renoviran-3-5-stan,1.6625786996508616
670,633599,Stanovi,Prodaja,330000,2.75,120,2,2,1,Etažno,4.0,,2.0,Starogradnja,Lux,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114722626/dedinje-lux-4s-id-3839,2.1042506912594936
671,633600,Stanovi,Prodaja,499999,4.167,120,0,2,0,Podno,4.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/136350902/extra-lux-stan-sa-ogromnom,2.1042506912594936
672,633601,Stanovi,Prodaja,180000,3.103,58,4,6,0,Centralno,2.5,,,Starogradnja,,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/136349826/renoviran-kompletno-namesten-stan-u,1.6625786996508616
673,633602,Stanovi,Prodaja,704888,6.183,114,13,25,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/132746527/savski-venac-beograd-na-vodi,1.1112000210374295
674,633604,Stanovi,Prodaja,375000,4.167,90,4,24,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/122250647/savski-venac-bw-arcadia-hercegovacka,1.1112000210374295
675,633606,Stanovi,Prodaja,315888,3.51,90,4,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486654/beograd-na-vodi,1.1112000210374295
676,633607,Stanovi,Prodaja,351888,3.784,93,1,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486675/savski-venac,1.1112000210374295
677,633608,Stanovi,Prodaja,302888,3.563,85,5,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486655/beograd-na-vodi,1.1112000210374295
678,633609,Stanovi,Prodaja,620000,3.605,172,1,,1,Centralno,6.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Centar,,0,1,https://sasomange.rs//p/132713880/kod-vaznesenjske-crkve-salonac-uknjizen,0.0
679,633610,Stanovi,Prodaja,300000,5.882,51,15,17,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140830328/lux-namesten-stan-sa-pogledom,1.1112000210374295
680,633611,Stanovi,Prodaja,1095000,5.887,186,3,5,0,Podno,4.0,,3.0,,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/120800541/palace-one-dedinje-ekskluzivan-stan,2.1042506912594936
681,633612,Stanovi,Prodaja,452888,3.623,125,5,8,1,Centralno,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/120178737/cetvorosoban-stan-u-beogradu-na,1.1112000210374295
682,633616,Stanovi,Prodaja,244000,2.837,86,2,5,1,TA peć,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Centar,,0,1,https://sasomange.rs//p/131499049/3-5-admirala-geprata-86,0.0
683,633617,Stanovi,Prodaja,297000,5.5,54,12,15,1,Centralno sa kalorimetrom,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/137593605/bw-waterfront-pogled-ka-reci,1.1112000210374295
684,633618,Stanovi,Prodaja,99000,2.538,39,0,1,1,TA peć,2.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/135096954/savski-trg-dr-aleksandra-kostica,1.253629233296969
685,633619,Stanovi,Prodaja,170000,4.857,35,3,9,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135096955/bw-scala-nov-lux-jednosoban,1.1112000210374295
686,633621,Stanovi,Prodaja,290000,4.028,72,8,8,1,TA peć,3.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Centar,,1,1,https://sasomange.rs//p/138867693/prodajemo-renoviran-trosoban-stan-kod,0.0
687,633622,Stanovi,Prodaja,550000,3.056,180,1,2,0,Centralno,4.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/121025679/savski-venac-dedinje-dr-milutina,2.1042506912594936
688,633624,Stanovi,Prodaja,146900,2.533,58,1,4,0,,2.5,,1.0,Starogradnja,,Beograd,Savski venac, Senjak,,0,1,https://sasomange.rs//p/140754822/savski-venac,1.3840965110666832
689,633626,Stanovi,Prodaja,225000,3.214,70,1,4,1,Etažno,2.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140758664/dedinje-neznanog-junaka,2.1042506912594936
690,633627,Stanovi,Prodaja,550000,3.056,180,3,3,1,Centralno,6.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/121029332/dupleks-deljiv-u-2-stambene,2.1042506912594936
691,633628,Stanovi,Prodaja,389900,3.249,120,1,2,1,Gas,3.5,,2.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140776965/dedinje-pink-diplomatska-kolonija-id,2.1042506912594936
692,633631,Stanovi,Prodaja,350000,4.268,82,2,,1,Centralno,3.0,,,Novogradnja,Lux,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/137631141/belgrade-waterfront-aria-kula-b,0.0
693,633633,Stanovi,Prodaja,286888,3.658,78,7,9,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112542540/bw-lumia-bez-provizije-id,1.1112000210374295
694,633634,Stanovi,Prodaja,127600,3.272,39,2,5,1,TA peć,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/133886614/dedinje-mihaila-avramovica-39m2-id,2.1042506912594936
695,633635,Stanovi,Prodaja,328000,4.0,82,2,21,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136278615/bw-aria-odmah-useljiv-dvostrano,1.1112000210374295
696,633636,Stanovi,Prodaja,431888,3.735,116,7,8,1,,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/136287308/bw-quartet-3-cetvorosoban-stan,1.1112000210374295
697,633637,Stanovi,Prodaja,398000,1.694,235,3,4,1,Centralno,6.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140798712/kronstatska-dedinje-savski-venac-id,2.1042506912594936
698,633638,Stanovi,Prodaja,330000,4.024,82,2,21,1,Centralno,3.0,,,,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137659224/bw-aria-lux-garaza,1.1112000210374295
699,633639,Stanovi,Prodaja,150000,2.5,60,0,1,1,TA peć,3.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/119030585/dedinje-pink-60m2-pr-ta,2.1042506912594936
700,633640,Stanovi,Prodaja,310888,3.493,89,6,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116315097/beograd-na-vodi,1.1112000210374295
701,633641,Stanovi,Prodaja,250000,4.167,60,1,4,1,Etažno,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/136216104/lep-stan-sa-velikim-mogucnostima,2.1042506912594936
702,633642,Stanovi,Prodaja,440888,4.154,106,6,15,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112542551/bw-kings-park-bez-provizije,1.1112000210374295
703,633644,Stanovi,Prodaja,599000,4.992,120,9,,0,Centralno sa kalorimetrom,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/121516202/extra-lux-stan-u-beogradu,1.1112000210374295
704,633646,Stanovi,Prodaja,398000,4.378,91,10,19,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136223142/bw-terra-odmah-useljiv-vrlo,1.1112000210374295
705,633647,Stanovi,Prodaja,228000,3.304,69,4,7,1,Centralno,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Klinički centar,,0,1,https://sasomange.rs//p/140731083/izuzetna-lokacija-dobra-prilika,0.6741943298916431
706,633648,Stanovi,Prodaja,400000,2.548,157,2,3,1,Gas,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/140734602/dedinje-157m2-plus-18m2-plus,2.1042506912594936
707,633649,Stanovi,Prodaja,499999,4.167,120,0,2,1,,3.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/137598121/dedinje-retko-u-ponudi-id,2.1042506912594936
708,633650,Stanovi,Prodaja,310888,3.658,85,1,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132656683/belgrade-waterfront-new-eterna-building,1.1112000210374295
709,633651,Stanovi,Prodaja,593888,5.399,110,18,25,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132657116/najekskluzivnija-lokacija-bw-perla-placanje,1.1112000210374295
710,633652,Stanovi,Prodaja,139000,1.904,73,0,,1,Etažno,2.0,,2.0,Starogradnja,Renoviran,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/137598773/senjak-renoviran-3s-73m2-plus,1.3840965110666832
711,633653,Stanovi,Prodaja,350000,4.268,82,11,23,1,Centralno,3.0,,1.0,Novogradnja,Izvorno stanje,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140740169/vista-beograd-na-vodi-hercegovacka,1.1112000210374295
712,633654,Stanovi,Prodaja,135000,3.14,43,11,,1,Centralno,1.5,,,,Renoviran,Beograd,Savski venac, Sarajevska,,0,0,https://sasomange.rs//p/137591209/stan-sarajevska-43-m2-lift,1.1277731989366053
713,633655,Stanovi,Prodaja,155000,2.246,69,4,5,1,TA peć,3.0,,,,,Beograd,Savski venac, Karađorđeva,,0,0,https://sasomange.rs//p/120958149/centar-karadjordjeva-69kvm-lv-uknjizen,1.9094265619175557
714,633657,Stanovi,Prodaja,295000,4.214,70,0,3,1,Etažno,2.0,,1.0,Novogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/136185271/dedinje-diane-budisavljevic-70m2-plus,2.1042506912594936
715,633658,Stanovi,Prodaja,132000,2.2,60,4,12,1,Centralno,3.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Sajam,,0,1,https://sasomange.rs//p/137551670/sajam-bulevar-vojvode-misica-trosoban,0.8769859073960617
716,633659,Stanovi,Prodaja,350000,4.93,71,7,,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132604714/fantastican-3-0-stan-u,1.1112000210374295
717,633661,Stanovi,Prodaja,243888,4.326,56,4,8,1,Centralno,2.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137555128/bw-echo-56-38m2-id,1.1112000210374295
718,633662,Stanovi,Prodaja,270888,3.776,72,4,8,1,Centralno,2.5,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137555129/bw-echo-71-74m2-id,1.1112000210374295
719,633663,Stanovi,Prodaja,236888,4.199,56,4,8,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137555130/bw-echo-56-42m2-id,1.1112000210374295
720,633664,Stanovi,Prodaja,693888,3.227,215,8,8,1,Centralno,5.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132609116/bw-sensa-penthaus-dvostrano-orijentisan,1.1112000210374295
721,633665,Stanovi,Prodaja,230888,3.925,59,4,8,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137558190/bw-sensa-58-82m2-id,1.1112000210374295
722,633666,Stanovi,Prodaja,300000,3.226,93,0,2,1,Centralno,5.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/127124144/dedinje-alekse-bacvanskog-id-1230,2.1042506912594936
723,633667,Stanovi,Prodaja,271888,4.921,55,8,15,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/120970079/bw-kings-park-bez-provizije,1.1112000210374295
724,633668,Stanovi,Prodaja,220000,1.964,112,4,4,1,,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,0,https://sasomange.rs//p/133824399/centar-balkanska-112m2-iv-cg,1.6625786996508616
725,633669,Stanovi,Prodaja,165000,3.056,54,3,5,0,Centralno,2.0,,,Starogradnja,,Beograd,Savski venac, Humska,,0,1,https://sasomange.rs//p/137571706/lux-dvosoban-stan-u-kvalitetnoj,0.5130016008346824
726,633670,Stanovi,Prodaja,432888,3.732,116,4,8,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/119026718/prodajemo-cetvorosoban-stan-u-zgradi,1.1112000210374295
727,633671,Stanovi,Prodaja,252000,3.0,84,4,5,1,Centralno,3.5,,,,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/120958151/dedinje-troiposoban-84kvm-iv-252,2.1042506912594936
728,633672,Stanovi,Prodaja,355500,4.5,79,1,23,0,Centralno,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137505042/beograd-na-vodi-bulevar-vudroa,1.1112000210374295
729,633673,Stanovi,Prodaja,412515,4.484,92,6,18,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137505041/beograd-na-vodi-bulevar-vudroa,1.1112000210374295
730,633674,Stanovi,Prodaja,210888,6.914,31,23,23,1,Centralno,1.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/138852643/lux-studio-na-bw-bulevar,1.1112000210374295
731,633675,Stanovi,Prodaja,210888,6.951,30,23,23,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/138853004/bw-aurora-odmah-useljiv-namesten,1.1112000210374295
732,633676,Stanovi,Prodaja,473888,4.356,109,15,16,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137507767/bw-libera-pogled-na-park,1.1112000210374295
733,633677,Stanovi,Prodaja,420000,3.206,131,1,2,1,Etažno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/137507906/dedinje-beli-dvor-131m2-garazno,2.1042506912594936
734,633678,Stanovi,Prodaja,90000,2.25,40,0,5,1,Centralno,1.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/132564046/dedinje-boska-petrovica-id-1295,2.1042506912594936
735,633679,Stanovi,Prodaja,510000,4.679,109,8,21,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132568630/beograd-na-vodi,1.1112000210374295
736,633680,Stanovi,Prodaja,178888,5.326,34,3,8,1,Centralno,1.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/133758023/bw-queens-park-33-59m2,1.1112000210374295
737,633681,Stanovi,Prodaja,177888,5.296,34,2,8,1,Centralno,1.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/133758021/bw-queens-park-33-59m2,1.1112000210374295
738,633682,Stanovi,Prodaja,602888,4.284,141,8,8,0,Centralno,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/124098282/bw-queens-park-stan-od,1.1112000210374295
739,633683,Stanovi,Prodaja,262888,4.765,55,1,15,0,Centralno,2.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/124098283/bw-kings-park-stan-od,1.1112000210374295
740,633685,Stanovi,Prodaja,350000,2.756,127,6,7,1,Etažno,4.0,,2.0,Starogradnja,Lux,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/112591688/centar-dr-aleksandra-kostica-127m2,1.253629233296969
741,633686,Stanovi,Prodaja,365000,4.506,81,1,23,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/122250477/bw-arcadia-beograd-na-vodi,1.1112000210374295
742,633687,Stanovi,Prodaja,300000,5.882,51,16,17,1,Etažno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137524147/bw-metropolitan-uknjizen-lux-id,1.1112000210374295
743,633688,Stanovi,Prodaja,489000,4.486,109,13,21,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/134952751/beograd-na-vodi-aria-109m2,1.1112000210374295
744,633689,Stanovi,Prodaja,1151888,10.867,106,14,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/134893477/beograd-na-vodi,1.1112000210374295
745,633690,Stanovi,Prodaja,1315888,9.605,137,16,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/134893480/beograd-na-vodi,1.1112000210374295
746,633691,Stanovi,Prodaja,1142888,9.368,122,16,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/134893478/beograd-na-vodi,1.1112000210374295
747,633692,Stanovi,Prodaja,250000,2.5,100,0,2,1,Etažno,3.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/140552406/perside-milenkovic-za-renoviranje-id,1.3840965110666832
748,633693,Stanovi,Prodaja,375000,4.573,82,16,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/138821489/lux-belgrade-waterfront-3-0,1.1112000210374295
749,633694,Stanovi,Prodaja,430000,5.972,72,12,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/138817903/beograd-na-vodi-simfonija-1,1.1112000210374295
750,633695,Stanovi,Prodaja,105000,2.692,39,0,,1,TA peć,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/136096520/lep-svetao-stan-id-122110,1.253629233296969
751,633696,Stanovi,Prodaja,265000,8.833,30,3,23,1,,1.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/131239382/savski-venac-beograd-na-vodi,1.1112000210374295
752,633697,Stanovi,Prodaja,1370886,9.079,151,14,40,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316528/beograd-na-vodi,1.1112000210374295
753,633698,Stanovi,Prodaja,559000,4.367,128,1,2,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/116422943/dedinje-lux-novogradnja-id-294,2.1042506912594936
